sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type
CV Wijaya Lestari,corporation,Emas Rahayu,individual,2024-08-14,1260196530,True,proxy
Yunita Nainggolan,individual,Partai Indonesia Maju,political-party,2025-03-09,124355592,False,
"Vanesa Melani, S.Pt",individual,Partai Rakyat Sejahtera,political-party,2024-09-06,35143777,False,
Perum Mangunsong Tbk,corporation,"Adikara Rajasa, M.Ak",individual,2025-05-17,6695744980,False,
Ika Nasyidah,individual,Cut Gilda Damanik,individual,2024-07-16,1982772749,False,
"drg. Harja Saragih, S.I.Kom",individual,Ifa Sitompul,individual,2025-04-24,126109213,False,
"Ayu Sitorus, S.Psi",individual,Partai Rakyat Sejahtera,political-party,2024-09-20,22668197,False,
CV Wibowo Tbk,organization,Partai Persatuan,political-party,2025-08-02,1142513440,True,proxy
Drs. Maimunah Natsir,individual,Partai Rakyat Sejahtera,political-party,2024-07-15,37700288,False,
Perum Hastuti Widodo,corporation,"Hesti Habibi, M.Farm",individual,2024-01-07,114774426,False,
CV Setiawan Anggraini,organization,Partai Amanat Rakyat,political-party,2024-10-30,584179527,False,
PT Riyanti Tbk,corporation,"Asmadi Maheswara, M.Pd",individual,2024-02-23,4003540099,False,
CV Hardiansyah Rajasa,corporation,Lukita Novitasari,individual,2024-10-27,17364970563,True,self_funded
Dodo Hasanah,individual,Partai Solidaritas Indonesia,political-party,2025-03-22,168165705,False,
Pemkot Bogor,organization,Partai Kebangkitan Rakyat,political-party,2025-06-23,591473320,True,illegal_source
Jayadi Sirait,individual,Partai Nasional Demokrat,political-party,2024-06-11,178893835,False,
Zelaya Sitompul,individual,Partai Demokrat,political-party,2025-05-27,32092371,False,
"dr. Yunita Habibi, M.Farm",individual,Mala Nababan,individual,2024-05-23,1086518787,True,self_funded
Pemerintah Provinsi Bali,organization,Partai Indonesia Maju,political-party,2024-07-21,918029498,True,illegal_source
Perum Haryanto Natsir (Persero) Tbk,corporation,Partai Demokrat,political-party,2024-09-30,1263917331,True,proxy
UD Farida Hutagalung,corporation,Partai Amanat Rakyat,political-party,2025-07-08,971760773,True,over_limit
"Gaduh Sinaga, S.E.",individual,Ayu Pudjiastuti,individual,2025-02-06,1537521292,False,
CV Uwais Habibi,organization,"Hasna Dabukke, S.I.Kom",individual,2025-08-09,660907834,True,proxy
UD Iswahyudi,organization,Kani Pangestu,individual,2025-07-31,1564979846,True,proxy
UD Pradipta,corporation,Harja Firmansyah,individual,2024-04-11,8138224624,False,
Rahayu Mansur,individual,Kanda Uwais,individual,2025-12-13,1171298231,True,self_funded
Perum Halim,corporation,Partai Nasional Demokrat,political-party,2025-12-10,397251062,False,
Juli Permadi,individual,Partai Indonesia Maju,political-party,2024-02-09,142916638,False,
PD Zulaika Lazuardi Tbk,organization,Tira Halim,individual,2024-11-08,931131530,True,proxy
Zalindra Mardhiyah,individual,Partai Amanat Rakyat,political-party,2024-03-24,63408181,False,
drg. Jane Marbun,individual,Partai Persatuan,political-party,2024-08-30,90872644,False,
Cut Almira Tamba,individual,Partai Nasional Demokrat,political-party,2025-10-14,37589600,False,
PT Siregar Pradana,organization,dr. Balijan Jailani,individual,2024-09-17,20120057445,False,
CV Siregar Wasita Tbk,corporation,Jagaraga Narpati,individual,2024-06-13,592951272,True,self_funded
UD Tampubolon Padmasari,corporation,Prakosa Utami,individual,2024-09-22,34837302,True,smurfing
Chelsea Sinaga,individual,Partai Solidaritas Indonesia,political-party,2025-01-14,32999742,False,
CV Ramadan Lestari,organization,Partai Rakyat Sejahtera,political-party,2024-12-05,620520494,True,proxy
PD Yolanda,organization,Partai Demokrat,political-party,2025-02-02,23306236,True,smurfing
UD Farida,organization,Samiah Hassanah,individual,2024-05-17,19394967736,False,
PD Yulianti Novitasari Tbk,organization,Partai Indonesia Maju,political-party,2025-05-10,94463332,False,
Gatot Gunarto,individual,Tirta Waskita,individual,2024-10-17,629181823,False,
Perum Widiastuti Tbk,corporation,Partai Keadilan Indonesia,political-party,2024-12-23,697647877,False,
Tgk. Aurora Astuti,individual,"Ajiono Januar, S.Psi",individual,2025-08-23,1429683761,False,
Aslijan Nababan,individual,Partai Nasional Demokrat,political-party,2025-08-03,67386980,False,
PD Kusmawati Habibi,corporation,Partai Kebangkitan Rakyat,political-party,2025-06-16,104113356,False,
"R.M. Karman Wijaya, M.TI.",individual,Bakda Najmudin,individual,2025-07-17,1475675711,True,self_funded
Johan Hassanah,individual,R.A. Safina Prastuti,individual,2024-12-15,1129993365,False,
Cornelia Mansur,individual,Tgk. Dimaz Laksmiwati,individual,2025-07-09,361179144,False,
dr. Daryani Andriani,individual,"Simon Salahudin, S.Pd",individual,2025-07-12,300638032,False,
PT Melani Ramadan,organization,Partai Amanat Rakyat,political-party,2025-03-31,1073408245,True,proxy
PT Rahimah Tbk,corporation,Laras Tampubolon,individual,2025-06-28,16208792026,True,self_funded
"Samsul Nuraini, S.Kom",individual,H. Cakrawangsa Susanti,individual,2024-04-19,2162308696,False,
Darmana Namaga,individual,Tgk. Asirwada Putra,individual,2024-08-18,1302030083,True,self_funded
Kusuma Siregar,individual,Partai Solidaritas Indonesia,political-party,2024-12-21,29520791,False,
"Ir. Galar Puspasari, S.Gz",individual,Paiman Ramadan,individual,2024-06-06,2017599,True,smurfing
PD Anggraini,corporation,Zelaya Lazuardi,individual,2024-11-25,4790715361,False,
Laila Uyainah,individual,Partai Nasional Demokrat,political-party,2024-01-11,115346911,False,
Eva Tarihoran,individual,Partai Nasional Demokrat,political-party,2025-10-11,173375407,False,
dr. Danu Najmudin,individual,Partai Indonesia Maju,political-party,2024-07-19,99000512,False,
UD Adriansyah,corporation,Indra Susanti,individual,2024-05-26,11269767846,True,self_funded
UD Hutapea Tbk,corporation,"Praba Astuti, S.Gz",individual,2025-09-11,409568747,True,self_funded
CV Wibowo,corporation,"Drs. Rangga Damanik, S.Ked",individual,2024-08-02,12604549585,False,
Rahmi Nuraini,individual,"Humaira Hassanah, S.Pd",individual,2024-05-07,2104194743,False,
CV Ardianto Widiastuti (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2025-08-19,231272871,False,
Perum Pradipta Siregar,corporation,Abyasa Lazuardi,individual,2024-01-19,23409526,True,smurfing
Perum Prasasta Rajata,corporation,Ratna Hartati,individual,2024-08-09,9839960,True,self_funded
Ana Wastuti,individual,Partai Kebangkitan Rakyat,political-party,2024-05-20,26497792,False,
H. Dalimin Kusumo,individual,"Pia Damanik, S.Gz",individual,2024-06-19,1779452253,True,self_funded
PT Mulyani (Persero) Tbk,organization,"Budi Megantara, S.Sos",individual,2025-03-16,55717640,True,smurfing
Perum Hasanah,corporation,Partai Persatuan,political-party,2024-09-27,1486398230,True,proxy
PT Suartini,organization,dr. Halima Widiastuti,individual,2025-01-19,862399525,True,proxy
UD Adriansyah,corporation,Partai Nasional Demokrat,political-party,2025-03-04,105665792,False,
Darmana Jailani,individual,Rahmat Halimah,individual,2025-01-30,750494016,False,
Darimin Pertiwi,individual,Partai Demokrat,political-party,2025-12-21,176783298,False,
"Cut Ilsa Prakasa, M.TI.",individual,Partai Kebangkitan Rakyat,political-party,2025-03-18,126685451,False,
Perum Firgantoro Halimah,organization,Partai Solidaritas Indonesia,political-party,2025-01-06,347422532,True,proxy
Perum Purnawati (Persero) Tbk,corporation,Partai Persatuan,political-party,2025-07-24,446994284,False,
"Sidiq Maryadi, S.Pd",individual,Harja Anggraini,individual,2025-06-07,2075096798,True,self_funded
"Kenes Anggraini, M.Kom.",individual,Partai Solidaritas Indonesia,political-party,2025-05-19,22479648,False,
Gantar Napitupulu,individual,Zulfa Pertiwi,individual,2024-10-15,1179510139,False,
Perum Saputra Hutasoit,corporation,Xanana Widiastuti,individual,2025-07-21,2713192814,True,self_funded
Perum Marbun Wahyudin,corporation,Baktianto Zulaika,individual,2024-05-08,1905442368,True,proxy
PT Susanti Wastuti (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2024-11-24,73007881,False,
"Endah Nugroho, M.Pd",individual,Partai Demokrat,political-party,2025-08-13,160474483,False,
"Tgk. Siti Uyainah, S.I.Kom",individual,Partai Indonesia Maju,political-party,2024-09-19,124600565,False,
PT Natsir Saefullah Tbk,organization,Partai Harapan Bangsa,political-party,2024-04-21,24455530,True,smurfing
PD Mansur Yolanda Tbk,corporation,Karimah Dongoran,individual,2024-07-20,22790054529,True,self_funded
Kasusra Nasyiah,individual,Emong Hutasoit,individual,2024-06-14,906855356,False,
Virman Iswahyudi,individual,Irma Sihombing,individual,2024-03-07,403408039,False,
PD Simbolon,corporation,Ismail Waskita,individual,2024-03-21,9133168443,False,
"Titi Rajasa, M.TI.",individual,dr. Titi Prasasta,individual,2025-03-11,173598659,False,
"Hj. Ani Hidayat, S.Sos",individual,Partai Indonesia Maju,political-party,2025-11-10,42358130,False,
"Hj. Vanya Pudjiastuti, S.Gz",individual,Maryadi Astuti,individual,2024-01-01,1483979233,True,self_funded
Carla Tampubolon,individual,Partai Demokrat,political-party,2025-01-06,52258837,True,smurfing
PT Wulandari Tbk,organization,Partai Kebangkitan Rakyat,political-party,2025-11-25,290252433,False,
Cawisadi Maryadi,individual,Partai Kebangkitan Rakyat,political-party,2025-12-04,60784656,False,
"dr. Zulfa Siregar, S.E.",individual,Anastasia Hasanah,individual,2025-04-06,1218494936,False,
Tira Pudjiastuti,individual,Usyi Nasyiah,individual,2025-09-14,38363603,True,smurfing
PD Widodo Rahmawati (Persero) Tbk,corporation,Mala Prakasa,individual,2024-08-10,116536691,True,proxy
Cawuk Agustina,individual,Partai Kebangkitan Rakyat,political-party,2024-02-02,174023621,False,
Gatot Sitompul,individual,Tomi Pranowo,individual,2025-08-14,2367106402,True,self_funded
CV Wahyudin Marpaung,organization,KH. Virman Nuraini,individual,2025-12-14,30714610784,True,over_limit
Perum Rahmawati Pudjiastuti,corporation,"R. Candra Laksmiwati, S.T.",individual,2025-07-22,1064078672,True,self_funded
Perum Zulkarnain Sitompul Tbk,corporation,Partai Harapan Bangsa,political-party,2025-06-18,278738283,False,
PD Laksmiwati,organization,"Cut Icha Widodo, S.Gz",individual,2024-10-09,763087039,True,proxy
Perum Pratama,corporation,"Febi Suryono, S.E.",individual,2025-12-01,36007254,True,smurfing
CV Namaga,corporation,Partai Persatuan,political-party,2024-09-27,101870863,True,proxy
"Joko Kurniawan, S.E.I",individual,KH. Irfan Pratama,individual,2025-04-21,36166616,True,smurfing
PD Anggraini Widodo,corporation,Partai Indonesia Maju,political-party,2025-07-29,254499011,False,
PD Firgantoro Usamah Tbk,corporation,"R. Zaenab Novitasari, M.Farm",individual,2025-12-29,20088927364,False,
Safina Laksmiwati,individual,"Zalindra Haryanto, S.Farm",individual,2024-05-24,1542942318,False,
"R. Laksana Maheswara, S.Gz",individual,Partai Harapan Bangsa,political-party,2025-04-13,154972470,False,
PD Mardhiyah,organization,Partai Rakyat Sejahtera,political-party,2024-04-29,62957747,True,smurfing
"R. Sabrina Saefullah, S.E.I",individual,Prayitna Novitasari,individual,2025-03-20,139051286,False,
Perum Wulandari Mangunsong,organization,Partai Harapan Bangsa,political-party,2024-09-08,1100406389,True,proxy
PD Tamba,corporation,Puji Laksita,individual,2024-09-24,57277830,True,smurfing
PT PLN (Persero),corporation,Banawi Pangestu,individual,2025-09-07,12150693517,True,illegal_source
CV Uyainah,corporation,Cakrabirawa Utama,individual,2024-04-15,1583032810,True,self_funded
UD Ardianto Megantara (Persero) Tbk,corporation,Karsana Wasita,individual,2025-12-09,24865963275,True,self_funded
Perum Simanjuntak Sinaga,organization,Usyi Usada,individual,2025-06-04,1407164318,True,proxy
Karja Nasyiah,individual,Unjani Gunarto,individual,2025-03-09,21013188,True,smurfing
Ani Saefullah,individual,Partai Harapan Bangsa,political-party,2025-08-13,161196937,False,
Perum Wibisono Hassanah (Persero) Tbk,organization,"Kadir Haryanto, S.Psi",individual,2024-07-10,175659850,True,proxy
"Jasmani Pertiwi, S.E.",individual,Partai Amanat Rakyat,political-party,2024-09-14,54901525,False,
Restu Hutapea,individual,Ulya Haryanti,individual,2025-12-04,1436987884,False,
Rika Gunarto,individual,Partai Rakyat Sejahtera,political-party,2024-07-08,32764636,False,
Perum Andriani Usada Tbk,organization,Partai Rakyat Sejahtera,political-party,2025-02-24,530048089,True,proxy
UD Tamba Mandasari (Persero) Tbk,corporation,Partai Harapan Bangsa,political-party,2025-11-25,407329342,False,
T. Gilang Saefullah,individual,Partai Demokrat,political-party,2024-07-26,60145010,False,
UD Purwanti,organization,Partai Demokrat,political-party,2025-01-11,1263303315,True,proxy
Qori Uyainah,individual,Muhammad Salahudin,individual,2024-10-06,1916107726,True,self_funded
Pemerintah Kabupaten Banyumas,organization,Galak Halimah,individual,2025-12-03,14358519382,True,illegal_source
H. Galih Laksita,individual,Hafshah Purwanti,individual,2025-10-28,47444889,True,smurfing
CV Wijayanti Farida Tbk,corporation,"Puti Puput Suryatmi, M.M.",individual,2024-04-29,989171777,True,proxy
"R. Soleh Megantara, M.M.",individual,Drs. Harja Rahimah,individual,2024-09-16,1110095584,False,
Perum Pertiwi,corporation,Partai Indonesia Maju,political-party,2025-07-22,593319914,True,proxy
T. Narji Riyanti,individual,Warsita Natsir,individual,2025-05-12,72521411,True,smurfing
PD Kuswandari Purwanti,organization,Partai Keadilan Indonesia,political-party,2025-04-08,1947245742,True,proxy
PD Rahimah Pertiwi,organization,Hj. Lili Oktaviani,individual,2025-03-20,1353228203,True,proxy
UD Wastuti (Persero) Tbk,corporation,Ir. Luhung Rahayu,individual,2024-06-21,41457256,True,smurfing
PD Puspasari Hidayat,corporation,Sakura Salahudin,individual,2025-11-16,17458540345,True,self_funded
PT Rahimah,corporation,Partai Kebangkitan Rakyat,political-party,2025-04-22,144902146,False,
Perum Hutasoit,corporation,Partai Indonesia Maju,political-party,2024-01-05,190711091,False,
Hamzah Nugroho,individual,Raihan Widodo,individual,2025-09-04,87675549,True,smurfing
"Hj. Tantri Suryono, S.T.",individual,"Yuliana Wibowo, S.E.I",individual,2025-11-28,2242163383,False,
Galuh Adriansyah,individual,Ozy Nainggolan,individual,2024-03-04,726243350,False,
Gatot Mardhiyah,individual,Partai Demokrat,political-party,2025-04-29,171185246,False,
CV Sitompul Pradana,organization,Partai Solidaritas Indonesia,political-party,2024-10-22,59782511,True,smurfing
Prayoga Fujiati,individual,Partai Nasional Demokrat,political-party,2025-06-29,169337150,False,
CV Kusmawati Tbk,organization,Partai Keadilan Indonesia,political-party,2024-10-05,893193591,True,proxy
"Bahuraksa Wijayanti, S.IP",individual,Raisa Suwarno,individual,2025-03-12,1355375239,True,self_funded
Nalar Pangestu,individual,Legawa Hassanah,individual,2025-03-03,1603454114,True,self_funded
drg. Oliva Yulianti,individual,Partai Solidaritas Indonesia,political-party,2025-08-08,35158126,True,smurfing
Latika Halim,individual,Lurhur Waluyo,individual,2025-05-19,1242194846,True,self_funded
CV Samosir (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-01-14,413707794,False,
Pemerintah Provinsi Bali,organization,Partai Demokrat,political-party,2024-10-25,404211819,True,illegal_source
"Tgk. Hari Hasanah, M.Kom.",individual,Galih Widiastuti,individual,2024-07-25,576389085,False,
Liman Susanti,individual,Kayun Usamah,individual,2025-11-18,1548572573,True,self_funded
Perum Kuswandari Tbk,corporation,Partai Nasional Demokrat,political-party,2024-04-20,1493958007,True,proxy
UD Puspasari Pranowo,corporation,Partai Solidaritas Indonesia,political-party,2024-04-05,1347769367,True,proxy
Gandewa Tarihoran,individual,Partai Persatuan,political-party,2024-08-19,69808298,False,
"Taufan Wastuti, S.Ked",individual,"dr. Juli Wijayanti, M.Ak",individual,2024-04-17,398632444,False,
Farhunnisa Sudiati,individual,Hj. Ellis Suwarno,individual,2024-02-29,350272724,False,
CV Purnawati (Persero) Tbk,corporation,"R.A. Tira Hidayanto, S.Kom",individual,2024-04-21,1694823671,True,self_funded
"Cut Padmi Namaga, M.Ak",individual,Partai Amanat Rakyat,political-party,2025-07-11,168057180,False,
PT Kusmawati Ramadan (Persero) Tbk,corporation,Dipa Usamah,individual,2025-12-17,864332821,True,proxy
CV Nashiruddin Wulandari,organization,Nova Suartini,individual,2024-02-25,3329932131,False,
Perum Haryanti Tbk,organization,Partai Nasional Demokrat,political-party,2024-04-23,36124932,True,proxy
UD Maheswara,organization,Partai Keadilan Indonesia,political-party,2025-02-16,57027833,True,smurfing
CV Nurdiyanti Tbk,organization,Ifa Manullang,individual,2024-01-17,585689371,True,proxy
Darman Winarno,individual,Partai Kebangkitan Rakyat,political-party,2024-06-23,170550572,False,
Perum Tampubolon Tbk,corporation,Partai Amanat Rakyat,political-party,2025-01-15,164285110,False,
Elon Wahyudin,individual,Kajen Maryadi,individual,2024-10-16,56639645,False,
"Clara Maryati, S.I.Kom",individual,"Drs. Ulva Sudiati, M.Farm",individual,2024-01-27,2413719276,True,self_funded
Mursinin Pertiwi,individual,Partai Kebangkitan Rakyat,political-party,2025-03-04,82744574,False,
